cliente_id,nome,idade,genero,regiao,tipo_contrato,plano,valor_mensal,tempo_cliente_meses,data_contratacao,chamadas_por_mes,minutos_usados,sms_enviados,uso_dados_gb,num_reclamacoes,satisfacao_1_10,ultimo_login_dias,metodo_pagamento,tem_fibra,tem_celular_empresarial,promocoes_ativas,desconto_percentual,churn
CL003460,Cliente_3460,62,M,Sudeste,Mensal,Básico,230.45,50,2023-11-20,325,725,266,15.8,4,6,2,Boleto,False,True,1,25,0
CL003461,Cliente_3461,50,M,Sul,Anual,Básico,288.25,37,2022-05-18,423,626,32,55.3,5,8,39,Boleto,False,False,1,0,0
CL003462,Cliente_3462,34,F,Centro-Oeste,Mensal,Premium,238.39,19,2022-11-17,101,1236,296,90.0,6,7,15,Boleto,False,True,3,5,1
CL003463,Cliente_3463,23,M,Centro-Oeste,Anual,Premium,94.86,43,2022-05-01,406,539,39,69.1,3,6,11,Cartão de Crédito,False,True,1,20,1
CL003464,Cliente_3464,21,F,Sudeste,Mensal,Básico,283.88,5,2022-09-02,345,989,173,14.4,0,8,53,PIX,False,False,0,0,0
CL003465,Cliente_3465,37,F,Sudeste,Anual,Padrão,148.03,30,2022-11-09,117,1977,259,12.5,2,5,50,Cartão de Crédito,False,True,0,20,0
CL003466,Cliente_3466,65,F,Norte,Anual,Padrão,168.55,59,2022-04-30,349,861,223,91.2,3,10,0,Débito Automático,True,False,3,15,0
CL003467,Cliente_3467,64,F,Sudeste,Mensal,Padrão,155.39,25,2022-07-07,183,1123,222,49.3,7,9,50,Cartão de Crédito,False,False,0,5,0
CL003468,Cliente_3468,44,M,Centro-Oeste,Mensal,Básico,120.14,30,2023-01-18,392,1780,266,92.4,0,2,3,PIX,False,False,1,5,0
CL003469,Cliente_3469,32,F,Sudeste,Anual,Familia,273.76,56,2023-12-12,169,118,464,73.9,2,6,16,PIX,True,False,0,0,0
CL003470,Cliente_3470,23,F,Norte,Bienal,Padrão,133.06,25,2022-05-25,106,108,154,99.3,7,10,18,Cartão de Crédito,True,False,3,5,0
CL003471,Cliente_3471,64,M,Sudeste,Anual,Básico,194.65,9,2023-06-08,235,1955,263,87.3,2,7,3,PIX,True,True,2,0,1
CL003472,Cliente_3472,31,Outro,Nordeste,Mensal,Premium,110.01,27,2023-02-02,121,1308,148,42.0,4,9,46,Boleto,True,False,1,0,0
CL003473,Cliente_3473,28,M,Sul,Mensal,Básico,249.34,24,2023-03-05,207,1161,224,76.1,4,5,38,Débito Automático,False,False,3,15,1
CL003474,Cliente_3474,56,M,Sul,Mensal,Familia,243.55,40,2023-09-03,277,822,382,47.7,2,6,19,Cartão de Crédito,False,False,0,5,0
CL003475,Cliente_3475,26,M,Sudeste,Mensal,Básico,124.08,43,2022-05-22,357,1003,497,24.1,0,9,48,Cartão de Crédito,True,False,0,15,0
CL003476,Cliente_3476,43,F,Sul,Anual,Básico,220.39,59,2023-08-12,283,233,126,24.9,3,10,56,PIX,False,True,3,20,0
CL003477,Cliente_3477,33,M,Sul,Anual,Premium,225.97,54,2023-01-28,60,1225,4,40.3,6,6,53,Cartão de Crédito,False,False,2,0,0
CL003478,Cliente_3478,22,F,Sudeste,Mensal,Padrão,190.63,38,2023-03-10,224,1272,445,12.0,7,1,40,PIX,True,False,3,0,0
CL003479,Cliente_3479,74,F,Sudeste,Mensal,Básico,200.15,15,2022-07-10,310,192,287,18.6,6,4,38,Cartão de Crédito,False,True,1,5,0
CL003480,Cliente_3480,69,M,Nordeste,Mensal,Básico,193.61,38,2023-05-14,180,901,344,50.6,5,4,3,Cartão de Crédito,False,True,3,20,0
CL003481,Cliente_3481,27,M,Sudeste,Bienal,Básico,70.47,26,2023-10-13,448,1263,57,95.4,7,3,16,Boleto,False,False,3,15,0
CL003482,Cliente_3482,67,F,Sul,Anual,Básico,217.57,54,2023-07-05,435,1418,71,58.2,3,8,14,Cartão de Crédito,False,False,2,10,0
CL003483,Cliente_3483,20,M,Sudeste,Anual,Básico,167.44,30,2023-12-12,51,963,154,41.4,2,6,54,PIX,True,False,0,10,1
CL003484,Cliente_3484,30,F,Nordeste,Mensal,Básico,159.61,11,2023-10-23,298,873,281,25.0,6,7,40,Cartão de Crédito,True,False,0,5,0
CL003485,Cliente_3485,60,M,Sudeste,Anual,Padrão,265.0,29,2022-06-27,249,1716,167,20.4,3,9,27,Cartão de Crédito,False,False,2,5,0
CL003486,Cliente_3486,66,F,Nordeste,Mensal,Padrão,55.81,15,2023-07-23,231,643,28,66.2,4,8,15,Boleto,True,True,1,25,0
CL003487,Cliente_3487,47,F,Sudeste,Mensal,Padrão,112.83,44,2022-06-20,479,287,456,85.0,3,3,5,Débito Automático,True,False,3,15,0
CL003488,Cliente_3488,71,M,Sudeste,Anual,Premium,80.35,9,2023-05-17,399,235,81,40.5,1,4,27,PIX,False,False,3,15,0
CL003489,Cliente_3489,62,M,Sudeste,Anual,Padrão,58.84,42,2022-10-23,176,265,262,55.5,4,1,31,Cartão de Crédito,True,True,0,10,1
CL003490,Cliente_3490,23,M,Norte,Mensal,Premium,118.92,29,2022-05-24,431,1600,105,71.0,4,4,16,Boleto,False,False,2,5,1
CL003491,Cliente_3491,34,M,Sudeste,Mensal,Premium,297.12,15,2022-07-11,346,1090,276,6.8,2,9,24,Débito Automático,True,False,1,0,0
CL003492,Cliente_3492,62,F,Sul,Mensal,Familia,117.56,17,2022-11-19,246,1270,463,35.7,2,5,38,Cartão de Crédito,True,False,0,5,0
CL003493,Cliente_3493,68,F,Sudeste,Mensal,Padrão,215.93,16,2023-04-07,335,344,450,73.2,3,3,16,Boleto,False,True,2,0,1
CL003494,Cliente_3494,70,M,Sudeste,Anual,Básico,79.57,58,2023-09-27,93,1306,351,68.8,3,2,45,Débito Automático,False,False,2,0,1
CL003495,Cliente_3495,36,F,Nordeste,Bienal,Familia,200.46,22,2022-02-24,59,1132,9,6.3,2,6,14,Cartão de Crédito,True,False,1,0,0
CL003496,Cliente_3496,59,F,Nordeste,Mensal,Familia,296.12,40,2023-01-03,274,1559,61,24.5,7,4,51,Cartão de Crédito,False,False,3,0,1
CL003497,Cliente_3497,52,M,Norte,Mensal,Padrão,122.96,49,2022-01-10,265,1279,223,68.3,0,6,52,Boleto,True,False,0,0,0
CL003498,Cliente_3498,63,M,Norte,Mensal,Padrão,262.02,43,2023-05-12,260,929,135,27.9,3,3,49,Débito Automático,True,True,1,0,0
CL003499,Cliente_3499,43,F,Centro-Oeste,Anual,Padrão,299.39,11,2022-05-20,335,787,223,81.6,0,3,50,Cartão de Crédito,True,False,3,0,0
CL003500,Cliente_3500,68,F,Sul,Mensal,Premium,197.14,38,2022-07-19,266,213,113,3.9,6,1,17,Cartão de Crédito,True,False,1,0,0
CL003501,Cliente_3501,22,F,Nordeste,Anual,Premium,127.35,25,2023-01-29,380,1878,259,19.8,7,9,45,Cartão de Crédito,False,False,3,15,1
CL003502,Cliente_3502,46,F,Nordeste,Mensal,Padrão,218.38,54,2023-07-30,98,266,156,28.8,4,7,19,PIX,True,False,0,10,0
CL003503,Cliente_3503,54,M,Norte,Anual,Básico,261.21,30,2023-06-02,212,587,395,92.6,5,9,22,Boleto,True,False,0,15,1
CL003504,Cliente_3504,37,F,Sul,Bienal,Premium,92.84,2,2023-10-31,242,536,228,79.8,5,1,4,Cartão de Crédito,True,False,1,0,1
CL003505,Cliente_3505,66,F,Sul,Bienal,Básico,163.13,1,2023-05-22,194,322,99,88.5,1,8,38,Cartão de Crédito,False,False,1,15,1
CL003506,Cliente_3506,38,F,Sudeste,Bienal,Básico,129.8,52,2023-02-23,208,290,254,44.6,0,2,11,Cartão de Crédito,True,False,3,20,1
CL003507,Cliente_3507,27,M,Sudeste,Anual,Familia,120.84,38,2023-12-03,375,1910,178,82.4,3,3,16,Cartão de Crédito,False,True,3,0,1
CL003508,Cliente_3508,22,M,Norte,Bienal,Padrão,265.21,58,2023-05-19,229,1924,274,85.5,5,1,29,Débito Automático,True,False,0,10,1
CL003509,Cliente_3509,53,M,Sudeste,Mensal,Básico,155.41,58,2023-03-02,75,675,228,40.6,6,7,18,Boleto,True,False,2,0,0
CL003510,Cliente_3510,23,F,Nordeste,Mensal,Familia,134.77,57,2023-12-29,149,893,366,99.5,2,5,31,Débito Automático,False,False,2,5,0
CL003511,Cliente_3511,43,M,Sudeste,Mensal,Familia,200.88,37,2023-03-31,438,272,30,85.3,2,3,15,Cartão de Crédito,True,False,3,0,0
CL003512,Cliente_3512,21,M,Centro-Oeste,Anual,Básico,104.85,55,2023-05-16,160,1380,107,97.4,1,4,1,Cartão de Crédito,False,False,3,15,0
CL003513,Cliente_3513,56,M,Sudeste,Bienal,Familia,107.47,54,2022-06-21,319,1838,281,86.8,1,10,11,Boleto,True,False,0,5,0
CL003514,Cliente_3514,56,M,Centro-Oeste,Mensal,Básico,180.07,54,2022-03-26,100,549,108,77.8,7,6,48,Boleto,False,False,2,10,1
CL003515,Cliente_3515,67,F,Sudeste,Anual,Premium,152.32,9,2023-08-02,64,1624,389,94.4,4,6,52,Cartão de Crédito,True,False,2,5,1
CL003516,Cliente_3516,52,F,Centro-Oeste,Anual,Premium,123.75,5,2022-02-01,177,176,28,42.6,6,2,2,Boleto,False,False,1,0,1
CL003517,Cliente_3517,18,F,Sul,Bienal,Padrão,63.49,50,2022-08-14,189,714,16,78.6,7,7,7,Cartão de Crédito,False,True,1,0,0
CL003518,Cliente_3518,41,M,Sudeste,Anual,Básico,180.19,24,2022-10-27,291,325,403,22.1,0,2,36,Cartão de Crédito,False,False,1,5,1
CL003519,Cliente_3519,74,F,Sul,Bienal,Padrão,254.15,27,2022-02-03,95,1349,169,73.5,1,9,52,Débito Automático,False,True,3,0,0
CL003520,Cliente_3520,53,M,Sudeste,Mensal,Padrão,262.84,30,2022-10-09,283,838,365,78.7,4,2,54,Cartão de Crédito,True,False,2,0,1
CL003521,Cliente_3521,23,M,Sudeste,Mensal,Premium,108.86,51,2022-08-19,497,1731,174,71.9,6,5,23,PIX,False,False,1,0,0
CL003522,Cliente_3522,58,M,Centro-Oeste,Anual,Premium,199.91,15,2023-07-05,121,1040,73,85.1,4,8,48,PIX,False,False,3,0,1
CL003523,Cliente_3523,71,M,Nordeste,Mensal,Básico,263.97,47,2022-10-23,492,175,453,41.9,4,8,52,Cartão de Crédito,True,False,2,0,1
CL003524,Cliente_3524,63,M,Nordeste,Mensal,Premium,152.18,9,2022-06-22,144,1156,239,54.9,5,4,24,PIX,True,True,2,0,0
CL003525,Cliente_3525,61,F,Sudeste,Anual,Padrão,283.03,46,2023-04-14,459,1717,95,2.1,5,7,58,Boleto,True,True,1,10,0
CL003526,Cliente_3526,74,F,Nordeste,Anual,Básico,275.74,37,2023-08-03,334,168,1,15.5,3,8,59,PIX,False,False,0,0,0
CL003527,Cliente_3527,48,F,Centro-Oeste,Anual,Básico,102.03,30,2023-05-23,181,1974,201,64.8,1,8,24,PIX,True,True,2,5,0
CL003528,Cliente_3528,37,M,Nordeste,Mensal,Básico,114.74,49,2023-07-17,483,514,36,56.7,5,5,13,Débito Automático,False,False,2,0,1
CL003529,Cliente_3529,41,M,Norte,Anual,Padrão,95.11,15,2023-06-08,330,830,90,20.5,6,10,54,Cartão de Crédito,False,False,0,0,1
CL003530,Cliente_3530,42,M,Norte,Mensal,Padrão,99.01,20,2022-04-26,473,1571,232,25.1,2,2,45,Boleto,False,False,1,0,0
CL003531,Cliente_3531,53,Outro,Sudeste,Mensal,Familia,276.97,57,2023-08-10,81,461,146,35.1,4,2,35,Débito Automático,False,True,2,0,1
CL003532,Cliente_3532,38,F,Sudeste,Anual,Padrão,282.78,49,2022-04-27,405,969,498,71.9,2,5,14,Cartão de Crédito,True,False,0,5,0
CL003533,Cliente_3533,47,F,Centro-Oeste,Mensal,Básico,62.97,56,2022-10-02,86,1493,296,61.4,7,4,31,PIX,False,True,0,5,1
CL003534,Cliente_3534,41,M,Nordeste,Mensal,Premium,198.4,56,2023-07-11,175,1522,399,7.9,3,4,1,PIX,True,False,0,5,0
CL003535,Cliente_3535,61,F,Sudeste,Anual,Padrão,191.06,25,2023-01-11,187,1937,252,76.2,0,3,20,PIX,False,False,1,0,1
CL003536,Cliente_3536,59,M,Sudeste,Mensal,Familia,147.64,9,2023-07-10,471,1243,370,27.0,3,9,3,Boleto,False,False,0,15,0
CL003537,Cliente_3537,47,F,Sul,Bienal,Premium,207.92,45,2022-02-12,494,1171,211,67.5,3,8,28,Cartão de Crédito,False,False,3,15,0
CL003538,Cliente_3538,39,F,Centro-Oeste,Anual,Básico,286.84,22,2023-03-28,149,167,443,13.2,1,4,48,Boleto,False,True,1,10,0
CL003539,Cliente_3539,45,Outro,Sudeste,Bienal,Premium,92.56,13,2023-07-14,291,1462,440,99.8,4,7,28,Débito Automático,True,False,0,0,0
CL003540,Cliente_3540,24,F,Sudeste,Mensal,Padrão,80.1,37,2022-08-12,294,1208,483,9.0,3,8,22,Boleto,False,False,3,0,0
CL003541,Cliente_3541,52,M,Norte,Anual,Básico,58.35,60,2023-03-12,76,1035,63,74.4,4,6,2,Cartão de Crédito,False,False,2,10,0
CL003542,Cliente_3542,72,F,Centro-Oeste,Mensal,Premium,140.96,28,2022-04-15,258,476,4,54.6,7,2,53,Cartão de Crédito,False,False,2,25,0
CL003543,Cliente_3543,45,F,Sul,Anual,Familia,134.41,14,2023-11-01,440,1508,145,9.5,2,8,59,Boleto,False,False,0,15,0
CL003544,Cliente_3544,31,M,Centro-Oeste,Mensal,Básico,157.7,30,2022-09-11,148,375,71,3.7,0,3,20,Cartão de Crédito,False,True,2,0,1
CL003545,Cliente_3545,73,M,Nordeste,Mensal,Básico,175.83,39,2022-11-01,186,867,396,36.9,6,4,15,Débito Automático,False,True,1,0,1
CL003546,Cliente_3546,27,M,Centro-Oeste,Bienal,Básico,239.46,57,2022-02-03,236,1049,104,80.4,0,4,43,Boleto,False,False,0,15,1
CL003547,Cliente_3547,33,M,Nordeste,Mensal,Básico,148.03,5,2023-04-06,85,304,329,5.1,2,7,19,Cartão de Crédito,False,False,2,5,0
CL003548,Cliente_3548,33,M,Sudeste,Mensal,Básico,132.65,12,2022-09-27,167,844,35,70.7,1,8,34,Boleto,False,False,0,5,0
CL003549,Cliente_3549,71,F,Sul,Mensal,Básico,256.72,35,2022-12-23,207,1188,146,65.9,2,9,56,Débito Automático,False,False,2,0,1
CL003550,Cliente_3550,48,M,Nordeste,Anual,Básico,262.45,41,2022-03-31,324,1010,414,27.3,7,1,4,PIX,True,False,1,15,1
CL003551,Cliente_3551,59,M,Norte,Mensal,Padrão,108.19,42,2023-03-26,218,1952,255,8.7,5,1,47,Cartão de Crédito,True,False,0,0,0
CL003552,Cliente_3552,42,F,Sudeste,Mensal,Padrão,128.67,1,2022-05-01,104,1202,227,91.6,2,7,25,Boleto,False,False,3,15,1
CL003553,Cliente_3553,30,F,Norte,Mensal,Básico,256.28,46,2022-08-31,133,1649,348,30.7,5,4,6,Débito Automático,False,False,2,10,1
CL003554,Cliente_3554,23,F,Norte,Anual,Básico,69.85,1,2022-08-03,55,424,364,12.0,1,10,51,Cartão de Crédito,True,True,3,5,1
CL003555,Cliente_3555,61,M,Sudeste,Anual,Padrão,131.46,42,2023-08-26,428,477,278,68.5,7,8,15,Cartão de Crédito,False,False,0,5,0
CL003556,Cliente_3556,26,F,Centro-Oeste,Mensal,Premium,162.09,43,2023-12-07,412,916,415,22.5,6,5,16,Boleto,False,False,2,5,1
CL003557,Cliente_3557,62,F,Nordeste,Mensal,Premium,96.77,60,2022-12-26,393,780,112,48.1,1,1,1,Cartão de Crédito,False,True,0,0,0
CL003558,Cliente_3558,53,M,Norte,Mensal,Básico,94.98,20,2023-12-29,305,770,10,6.0,3,2,11,Boleto,True,False,1,0,0
CL003559,Cliente_3559,73,M,Nordeste,Mensal,Padrão,156.22,34,2023-09-17,455,727,193,99.3,4,10,57,PIX,True,False,1,15,1
CL003560,Cliente_3560,60,F,Sul,Mensal,Premium,238.63,55,2023-10-10,247,1469,223,45.3,0,3,12,Cartão de Crédito,False,False,2,10,0
CL003561,Cliente_3561,37,F,Nordeste,Mensal,Padrão,260.06,34,2023-03-15,201,1117,249,99.9,1,2,4,Cartão de Crédito,True,True,1,10,0
CL003562,Cliente_3562,35,Outro,Sudeste,Anual,Padrão,294.81,55,2022-06-19,367,1827,388,39.2,5,9,15,Cartão de Crédito,True,True,3,0,0
CL003563,Cliente_3563,60,F,Sudeste,Bienal,Familia,68.5,24,2023-09-23,219,1980,248,35.4,1,7,27,Cartão de Crédito,False,True,1,5,0
CL003564,Cliente_3564,74,F,Nordeste,Mensal,Premium,104.17,28,2022-05-23,297,534,350,91.5,3,2,7,Boleto,True,False,1,0,0
CL003565,Cliente_3565,38,F,Centro-Oeste,Anual,Padrão,239.16,11,2022-07-31,298,1818,268,33.6,3,7,55,Cartão de Crédito,True,True,0,15,0
CL003566,Cliente_3566,21,M,Sul,Anual,Premium,185.15,8,2022-07-31,199,984,341,43.8,6,10,27,PIX,True,False,0,0,1
CL003567,Cliente_3567,67,M,Sul,Anual,Básico,131.92,35,2022-03-02,259,1501,447,8.7,4,1,45,Débito Automático,False,True,2,0,1
CL003568,Cliente_3568,50,M,Sudeste,Bienal,Básico,101.4,41,2023-08-07,449,1866,290,95.6,1,5,7,Cartão de Crédito,True,False,1,5,0
CL003569,Cliente_3569,44,F,Nordeste,Mensal,Básico,120.12,58,2022-12-26,277,1803,82,9.4,1,5,28,Cartão de Crédito,True,True,3,0,0
CL003570,Cliente_3570,24,F,Sudeste,Mensal,Padrão,157.32,16,2023-06-30,293,1138,28,77.3,7,9,56,Cartão de Crédito,False,False,3,0,0
CL003571,Cliente_3571,23,F,Centro-Oeste,Anual,Premium,94.29,58,2022-10-15,190,1577,406,54.3,3,4,17,Cartão de Crédito,False,False,1,10,0
CL003572,Cliente_3572,32,M,Norte,Mensal,Básico,291.06,16,2023-09-04,169,1316,338,7.1,2,4,51,Cartão de Crédito,True,True,2,20,0
CL003573,Cliente_3573,35,F,Nordeste,Mensal,Premium,76.9,42,2023-07-06,342,1356,79,1.2,4,6,43,Boleto,True,False,2,0,1
CL003574,Cliente_3574,49,M,Sudeste,Mensal,Padrão,296.39,6,2022-06-22,229,1386,94,93.6,1,2,42,Boleto,True,False,3,10,0
CL003575,Cliente_3575,73,M,Sudeste,Mensal,Premium,260.47,20,2022-11-28,457,545,399,74.5,7,10,15,PIX,False,False,3,10,0
CL003576,Cliente_3576,28,F,Sul,Anual,Padrão,155.79,56,2023-12-22,174,153,409,69.0,0,6,25,Débito Automático,True,False,0,10,0
CL003577,Cliente_3577,37,F,Sul,Mensal,Padrão,234.95,52,2022-10-27,291,791,258,44.4,6,7,21,Cartão de Crédito,True,False,1,0,0
CL003578,Cliente_3578,41,Outro,Centro-Oeste,Mensal,Padrão,217.88,52,2022-10-24,261,103,121,24.6,0,4,14,Débito Automático,False,True,1,5,0
CL003579,Cliente_3579,32,M,Sudeste,Mensal,Premium,103.32,11,2023-08-10,66,356,123,68.3,5,10,12,Cartão de Crédito,False,False,1,10,0
CL003580,Cliente_3580,65,F,Centro-Oeste,Mensal,Padrão,134.77,8,2022-10-01,65,1484,22,61.2,3,9,21,Cartão de Crédito,True,False,3,20,0
CL003581,Cliente_3581,24,M,Sul,Bienal,Premium,178.28,20,2023-06-11,434,933,440,72.9,5,5,59,Boleto,False,True,3,15,1
CL003582,Cliente_3582,38,M,Sudeste,Mensal,Padrão,209.46,32,2023-11-27,390,1363,392,37.2,0,3,59,Boleto,False,False,3,0,0
CL003583,Cliente_3583,59,F,Nordeste,Bienal,Padrão,185.72,33,2022-04-08,430,581,434,98.7,3,9,20,Débito Automático,True,True,0,10,0
CL003584,Cliente_3584,43,F,Sudeste,Anual,Básico,168.25,6,2022-05-19,306,1798,215,7.6,6,1,49,Débito Automático,False,False,3,20,1
CL003585,Cliente_3585,61,F,Nordeste,Anual,Padrão,160.79,28,2023-02-26,335,560,288,8.9,6,8,23,Débito Automático,False,True,0,5,0
CL003586,Cliente_3586,73,M,Centro-Oeste,Mensal,Premium,174.57,8,2022-03-02,329,948,461,91.8,7,1,0,Cartão de Crédito,True,True,0,0,0
CL003587,Cliente_3587,31,F,Nordeste,Mensal,Básico,158.59,14,2022-10-11,95,1261,91,65.1,2,10,28,Boleto,False,False,3,10,1
CL003588,Cliente_3588,74,M,Centro-Oeste,Bienal,Básico,185.33,3,2023-11-03,307,1574,23,33.3,6,8,0,PIX,True,False,1,10,1
CL003589,Cliente_3589,54,F,Sul,Bienal,Familia,272.0,2,2022-05-10,192,1447,106,76.4,3,5,59,Débito Automático,False,True,2,0,0
CL003590,Cliente_3590,38,M,Sudeste,Mensal,Familia,208.21,22,2023-12-20,334,572,305,45.8,1,7,0,Boleto,False,False,0,0,0
CL003591,Cliente_3591,35,M,Sul,Mensal,Padrão,230.66,33,2022-05-16,404,1864,51,3.1,0,8,8,PIX,False,True,1,10,0
CL003592,Cliente_3592,22,F,Nordeste,Mensal,Familia,199.37,43,2022-09-13,367,1737,198,65.5,1,1,20,Cartão de Crédito,False,False,3,25,0
CL003593,Cliente_3593,20,F,Nordeste,Bienal,Básico,210.75,21,2022-05-30,62,1600,293,25.1,0,1,13,Cartão de Crédito,True,False,0,0,1
CL003594,Cliente_3594,40,M,Sudeste,Mensal,Familia,194.59,6,2023-12-30,370,292,299,12.4,0,7,27,Débito Automático,True,True,2,10,0
CL003595,Cliente_3595,43,M,Nordeste,Anual,Básico,56.72,40,2022-11-26,94,406,344,23.3,3,1,17,Boleto,False,True,3,5,1
CL003596,Cliente_3596,54,F,Sudeste,Anual,Padrão,299.9,7,2022-09-11,96,1665,381,48.1,6,4,58,Cartão de Crédito,False,False,1,0,1
CL003597,Cliente_3597,41,M,Sudeste,Anual,Padrão,58.4,6,2023-11-24,65,1930,55,5.9,6,6,32,Cartão de Crédito,False,False,0,20,1
CL003598,Cliente_3598,66,M,Nordeste,Anual,Premium,148.79,50,2023-02-07,431,858,193,88.4,4,2,51,Cartão de Crédito,True,False,3,20,1
CL003599,Cliente_3599,36,M,Sudeste,Mensal,Básico,76.28,44,2023-05-17,156,1005,44,56.4,0,10,42,Boleto,False,False,3,0,0
CL003600,Cliente_3600,68,M,Norte,Bienal,Premium,74.23,8,2022-05-26,52,320,435,30.0,7,5,1,Cartão de Crédito,False,False,3,10,0
CL003601,Cliente_3601,42,F,Nordeste,Anual,Familia,248.38,24,2023-08-15,153,271,384,69.0,0,10,50,Cartão de Crédito,False,False,1,15,1
CL003602,Cliente_3602,38,F,Centro-Oeste,Anual,Premium,156.48,27,2023-10-10,144,1283,342,80.6,5,10,33,Cartão de Crédito,False,False,3,20,0
CL003603,Cliente_3603,29,F,Nordeste,Mensal,Básico,250.28,53,2022-10-03,182,271,238,61.8,4,10,23,Cartão de Crédito,False,False,2,0,0
CL003604,Cliente_3604,74,Outro,Sul,Anual,Padrão,118.2,51,2023-10-05,459,1186,371,21.0,1,6,18,Cartão de Crédito,True,False,2,20,0
CL003605,Cliente_3605,58,M,Sudeste,Mensal,Premium,114.12,28,2023-03-01,397,1696,231,11.9,7,5,1,Cartão de Crédito,False,False,2,0,0
CL003606,Cliente_3606,50,M,Norte,Mensal,Básico,112.81,59,2023-01-20,320,1188,465,86.1,0,10,5,Boleto,False,False,2,15,0
CL003607,Cliente_3607,67,M,Nordeste,Anual,Padrão,204.04,56,2023-04-08,250,1292,319,24.2,6,8,54,Débito Automático,True,True,1,15,0
CL003608,Cliente_3608,70,M,Centro-Oeste,Anual,Premium,253.75,5,2022-03-19,303,180,238,3.0,3,4,14,Cartão de Crédito,False,False,0,15,0
CL003609,Cliente_3609,21,M,Nordeste,Anual,Padrão,163.07,19,2023-10-11,232,858,391,64.6,4,8,56,Boleto,True,True,3,0,1
CL003610,Cliente_3610,59,F,Sudeste,Mensal,Básico,144.81,9,2022-04-06,199,1391,481,16.1,4,3,10,PIX,True,False,2,15,0
CL003611,Cliente_3611,74,F,Sul,Anual,Premium,293.39,25,2023-02-17,86,1503,426,99.1,5,7,57,Cartão de Crédito,True,False,1,0,1
CL003612,Cliente_3612,24,M,Sudeste,Mensal,Básico,79.19,44,2023-06-12,462,1893,135,87.1,0,5,15,PIX,False,False,3,0,0
CL003613,Cliente_3613,39,F,Nordeste,Anual,Básico,171.66,47,2022-10-12,459,172,284,61.2,1,5,51,Cartão de Crédito,False,False,3,15,0
CL003614,Cliente_3614,72,F,Sudeste,Mensal,Familia,152.12,55,2023-12-13,375,431,12,83.6,1,6,20,Cartão de Crédito,False,False,3,5,1
CL003615,Cliente_3615,50,F,Sul,Anual,Familia,74.53,45,2023-01-13,188,1311,384,47.6,6,5,26,Cartão de Crédito,False,True,2,0,0
CL003616,Cliente_3616,34,F,Norte,Anual,Básico,117.05,56,2023-04-11,149,1148,28,79.1,2,1,21,Boleto,False,True,2,10,1
CL003617,Cliente_3617,41,F,Nordeste,Mensal,Básico,57.11,13,2023-05-15,453,327,177,65.0,2,9,2,Cartão de Crédito,True,True,3,15,0
CL003618,Cliente_3618,51,F,Centro-Oeste,Mensal,Básico,269.24,53,2022-12-02,285,1241,292,3.8,3,4,2,Boleto,True,False,3,5,0
CL003619,Cliente_3619,45,F,Nordeste,Anual,Básico,201.96,53,2023-08-19,133,1568,256,94.9,6,5,50,PIX,False,False,1,0,1
CL003620,Cliente_3620,60,F,Nordeste,Anual,Básico,253.75,37,2022-01-03,396,1231,107,86.2,5,1,20,Cartão de Crédito,False,True,1,5,1
CL003621,Cliente_3621,58,M,Norte,Anual,Padrão,180.39,2,2022-04-06,82,341,68,95.4,0,3,42,Débito Automático,True,False,3,5,0
CL003622,Cliente_3622,56,M,Centro-Oeste,Anual,Básico,199.88,51,2023-04-15,170,1734,372,73.4,1,3,5,Cartão de Crédito,True,False,1,10,1
CL003623,Cliente_3623,39,F,Centro-Oeste,Mensal,Premium,225.21,40,2023-10-13,79,1657,175,41.8,2,8,24,Débito Automático,True,False,2,15,0
CL003624,Cliente_3624,66,M,Sudeste,Mensal,Básico,277.0,14,2023-11-12,483,1604,182,21.5,0,8,40,PIX,False,False,2,25,0
CL003625,Cliente_3625,34,M,Nordeste,Mensal,Premium,72.94,31,2023-12-16,83,602,241,18.8,5,9,59,Cartão de Crédito,False,False,3,0,1
CL003626,Cliente_3626,51,F,Sudeste,Mensal,Padrão,132.74,6,2023-01-02,182,1621,193,15.3,0,10,36,Boleto,True,True,0,0,0
CL003627,Cliente_3627,23,M,Nordeste,Anual,Básico,227.26,25,2022-03-06,257,1179,366,22.8,1,7,29,Cartão de Crédito,False,False,2,15,0
CL003628,Cliente_3628,63,F,Nordeste,Mensal,Básico,289.59,39,2023-07-02,189,1272,318,55.5,0,6,55,Cartão de Crédito,False,False,0,5,0
CL003629,Cliente_3629,23,F,Centro-Oeste,Bienal,Básico,295.2,46,2023-02-12,125,1434,21,68.7,4,8,38,Débito Automático,True,False,2,10,1
CL003630,Cliente_3630,51,Outro,Centro-Oeste,Anual,Familia,209.53,31,2022-08-12,124,651,349,32.1,2,3,19,Boleto,False,True,0,5,0
CL003631,Cliente_3631,18,F,Nordeste,Bienal,Premium,98.4,38,2023-03-16,357,1785,10,55.3,3,10,0,Débito Automático,False,False,0,15,0
CL003632,Cliente_3632,27,M,Sudeste,Bienal,Familia,79.8,16,2022-08-05,356,1023,284,34.8,2,10,34,Boleto,True,True,0,5,0
CL003633,Cliente_3633,38,F,Centro-Oeste,Mensal,Básico,286.51,27,2023-05-22,454,220,361,70.0,0,10,42,Cartão de Crédito,True,False,1,20,0
CL003634,Cliente_3634,22,F,Sudeste,Anual,Familia,158.48,30,2022-10-02,107,1895,258,98.9,4,8,25,Boleto,False,True,1,0,1
